"","Date","EUA","NZU","CCA","HBEA"
"2891",2016-03-24,4.84,6.672641741,11.5318778307061,3.066803291
"2892",2016-03-25,4.84,6.672641741,11.5318778307061,3.053031991
"2893",2016-03-28,4.84,6.672641741,11.5498963898165,3.045085018
"2894",2016-03-29,4.77,6.672641741,11.4327757555984,3.010084129
"2895",2016-03-30,4.95,6.76363231,11.3607015191565,3.032103622
"2896",2016-03-31,5.2,6.76363231,11.414757196488,2.993439188
"2897",2016-04-01,5.18,6.746422189,11.414757196488,3.083373118
"2898",2016-04-04,5.3,6.795045051,11.0854474331046,3.083373118
"2899",2016-04-05,5.21,7.098937943,11.1207233199243,2.969923758
"2900",2016-04-06,5.3,7.220495099,11.1207233199243,3.120693578
"2901",2016-04-07,5.26,7.171872237,11.1207233199243,2.965868382
"2902",2016-04-08,5.4,7.293429393,11.1471802350391,2.964326006
"2903",2016-04-11,5.56,7.688490152,11.1559992067441,2.964355027
"2904",2016-04-12,5.57,7.810047309,11.0766284613997,2.94508282
"2905",2016-04-13,5.52,8.205108067,10.9090679990059,2.956062805
"2906",2016-04-14,5.59,8.144329489,10.8826110838911,2.830750357
"2907",2016-04-15,5.48,8.174718778,10.8561541687763,2.906539069
"2908",2016-04-18,5.46,8.053161622,10.8385162253664,2.75377174
"2909",2016-04-19,5.55,8.095706626,10.8737921121861,2.791177828
"2910",2016-04-20,5.53,8.095706626,10.9531628575305,2.855564983
"2911",2016-04-21,5.73,8.010616617,11.0854474331046,2.730305916
"2912",2016-04-22,5.96,7.901215176,11.0942664048095,2.734131334
"2913",2016-04-25,5.9,7.901215176,11.1383612633342,2.601996538
"2914",2016-04-26,6.6,8.174718778,11.1383612633342,2.469711668
"2915",2016-04-27,6.84,8.326665224,11.0942664048095,2.450384921
"2916",2016-04-28,6.33,8.691336694,11.1295422916293,2.378980708
"2917",2016-04-29,6.16,8.81289385,11.1119043482194,2.282524743
"2918",2016-05-02,6.07,8.811408625,11.157190849596,2.282524743
"2919",2016-05-03,5.96,8.721189424,11.1925543705139,2.272897724
"2920",2016-05-04,6.12,8.763291717,11.2279178914317,2.092166603
"2921",2016-05-05,6.2,8.721189424,11.3340084541854,1.923580899
"2922",2016-05-06,5.85,8.721189424,11.3163266937265,2.237592956
"2923",2016-05-09,5.69,8.691116357,11.2632814123496,2.413739969
"2924",2016-05-10,5.89,8.570824089,11.2190770112023,2.323815163
"2925",2016-05-11,5.99,8.570824089,11.1660317298254,2.332606323
"2926",2016-05-12,5.8,8.600897156,11.1041455682191,2.33379844
"2927",2016-05-13,5.81,8.600897156,11.1041455682191,2.352676512
"2928",2016-05-16,6.07,8.600897156,11.0511002868423,2.382155248
"2929",2016-05-17,6.03,8.570824089,11.0334185263833,2.339059628
"2930",2016-05-18,6.04,8.450531821,11.0422594066128,2.326747336
"2931",2016-05-19,5.97,8.420458754,11.0511002868423,2.303554314
"2932",2016-05-20,5.95,8.420458754,11.0422594066128,2.207207171
"2933",2016-05-23,5.72,8.468575661,10.989214125236,2.06941179
"2934",2016-05-24,5.78,8.480604888,10.989214125236,2.030372718
"2935",2016-05-25,5.85,8.540751022,11.0068958856949,2.129974179
"2936",2016-05-26,6.01,8.961773959,11.0157367659244,2.118036729
"2937",2016-05-27,6.03,9.112139294,11.0157367659244,2.060708702
"2938",2016-05-30,6.1,9.142212361,11.0157367659244,2.084632822
"2939",2016-05-31,6.09,9.112139294,11.0422594066128,2.054318891
"2940",2016-06-01,5.95,9.740581044,11.1408863494504,2.097801835
"2941",2016-06-02,6.01,9.865861829,11.1854142725097,2.095900722
"2942",2016-06-03,5.93,10.1477436,11.1497919340622,2.138690627
"2943",2016-06-06,6.2,10.1477436,11.1765086878978,2.218063355
"2944",2016-06-07,6.11,10.52358595,11.2121310263453,2.112250814
"2945",2016-06-08,6.1,10.39830517,11.2210366109572,2.264754461
"2946",2016-06-09,6.1,10.39830517,11.301186872464,2.264754461
"2947",2016-06-10,5.94,10.47347364,11.2922812878522,2.264754461
"2948",2016-06-13,5.86,10.64886674,11.2655645340165,2.137812516
"2949",2016-06-14,5.86,10.74282733,11.2566589494047,2.119837687
"2950",2016-06-15,5.9,10.77414752,11.2388477801809,2.234963215
"2951",2016-06-16,5.7,10.83678791,11.2299421955691,2.170158382
"2952",2016-06-17,5.65,11.02470909,11.2566589494047,2.163039148
"2953",2016-06-20,5.85,11.33791105,11.2566589494047,2.212983769
"2954",2016-06-21,5.56,11.33791105,11.2922812878522,2.234169975
"2955",2016-06-22,5.66,11.24395047,11.2833757032403,2.229155918
"2956",2016-06-23,5.64,11.27527066,11.2833757032403,2.234584484
"2957",2016-06-24,4.96,11.33791105,11.2833757032403,2.187211919
"2958",2016-06-27,4.77,11.30659086,11.2833757032403,2.248421938
"2959",2016-06-28,4.69,11.24395047,11.2833757032403,2.236129678
"2960",2016-06-29,4.51,11.08734948,11.2655645340165,2.259716842
"2961",2016-06-30,4.46,11.11866968,11.2922812878522,2.231075829
"2962",2016-07-01,4.6,11.55150513,11.4559088616172,2.26693047
"2963",2016-07-04,4.95,11.42279755,11.4559088616172,2.245510883
"2964",2016-07-05,4.71,11.39062066,11.4468742331774,2.287506575
"2965",2016-07-06,4.57,11.39062066,11.4559088616172,2.271213053
"2966",2016-07-07,4.57,11.61585892,11.464943490057,2.232680572
"2967",2016-07-08,4.54,11.61585892,11.464943490057,2.313481439
"2968",2016-07-11,4.42,11.58368202,11.464943490057,2.184695709
"2969",2016-07-12,4.62,11.55150513,11.4920473753762,2.02857934
"2970",2016-07-13,4.76,11.51932823,11.4830127469365,1.873834971
"2971",2016-07-14,4.77,11.53863437,11.4830127469365,1.640838475
"2972",2016-07-15,4.92,11.55150513,11.4830127469365,1.477160063
"2973",2016-07-18,4.84,11.55150513,11.4830127469365,1.46228062
"2974",2016-07-19,4.67,11.55150513,11.4830127469365,1.447400799
"2975",2016-07-20,4.67,11.61585892,11.4920473753762,1.432520977
"2976",2016-07-21,4.64,11.61585892,11.4920473753762,1.417641156
"2977",2016-07-22,4.56,11.68021271,11.4920473753762,1.432917233
"2978",2016-07-25,4.59,11.64803581,11.4920473753762,1.5138298
"2979",2016-07-26,4.52,11.64803581,11.5191512606955,1.685392598
"2980",2016-07-27,4.52,11.61585892,11.5281858891353,1.854566818
"2981",2016-07-28,4.48,11.58368202,11.5281858891353,1.922310832
"2982",2016-07-29,4.41,11.64803581,11.5552897744546,1.920849658
"2983",2016-08-01,4.37,11.63825437,11.4166052666621,1.886016535
"2984",2016-08-02,4.4,11.60601544,11.4433629352559,1.867236854
"2985",2016-08-03,4.61,11.50929864,11.4433629352559,1.848457173
"2986",2016-08-04,4.69,11.47705971,11.4433629352559,1.829677492
"2987",2016-08-05,4.72,11.44482078,11.4433629352559,1.810897811
"2988",2016-08-08,4.93,11.54153757,11.4433629352559,1.812159933
"2989",2016-08-09,4.88,11.47705971,11.4522821581205,1.888454495
"2990",2016-08-10,4.77,11.38034292,11.4701206038496,1.962476665
"2991",2016-08-11,4.88,11.31586505,11.461201380985,1.942355579
"2992",2016-08-12,4.89,11.31586505,11.4344437123913,1.923575898
"2993",2016-08-15,4.79,11.32876062,11.4166052666621,1.904796216
"2994",2016-08-16,4.68,11.28362612,11.4433629352559,1.886021733
"2995",2016-08-17,4.49,11.34810398,11.4433629352559,1.877478246
"2996",2016-08-18,4.66,11.54153757,11.4255244895267,1.912675647
"2997",2016-08-19,4.75,11.58667208,11.4255244895267,1.960458193
"2998",2016-08-22,4.88,11.63825437,11.4433629352559,1.968536636
"2999",2016-08-23,4.7,11.63825437,11.4522821581205,2.018428952
"3000",2016-08-24,4.59,11.63825437,11.4879590495788,2.057529116
"3001",2016-08-25,4.7,11.65114994,11.4968782724434,2.079167936
"3002",2016-08-26,4.7,11.73497117,11.4968782724434,1.98394313
"3003",2016-08-29,4.69,11.7672101,11.4968782724434,1.963828457
"3004",2016-08-30,4.56,11.7672101,11.5147167181725,1.987924773
"3005",2016-08-31,4.46,11.79944903,11.5147167181725,2.056911345
"3006",2016-09-01,4.38,12.22264155,11.5143554432703,2.050736243
"3007",2016-09-02,4.09,12.22264155,11.5143554432703,2.023679702
"3008",2016-09-05,3.91,12.19004784,11.5143554432703,2.077467946
"3009",2016-09-06,4.14,12.22264155,11.5143554432703,1.988188697
"3010",2016-09-07,4.01,12.28782897,11.5232743862937,1.987759739
"3011",2016-09-08,4.07,12.32042268,11.5500312153641,2.034858038
"3012",2016-09-09,4.08,12.25523526,11.5500312153641,2.043255398
"3013",2016-09-12,4.04,12.32042268,11.5411122723406,2.071681508
"3014",2016-09-13,4.03,12.26827275,11.5500312153641,2.042083242
"3015",2016-09-14,3.99,12.25523526,11.5500312153641,2.081620986
"3016",2016-09-15,4.14,12.25523526,11.5500312153641,2.081620986
"3017",2016-09-16,4.35,12.25523526,11.5500312153641,2.081620986
"3018",2016-09-19,4.4,12.22264155,11.5500312153641,2.162721086
"3019",2016-09-20,4.17,12.28782897,11.5589501583875,2.077333833
"3020",2016-09-21,4.21,12.28782897,11.5589501583875,2.115130729
"3021",2016-09-22,4.43,12.28782897,11.567869101411,2.193341927
"3022",2016-09-23,4.55,12.28782897,11.567869101411,2.120204914
"3023",2016-09-26,4.63,12.28782897,11.567869101411,2.170210863
"3024",2016-09-27,4.44,12.25523526,11.5589501583875,2.219773125
"3025",2016-09-28,4.96,12.26827275,11.5411122723406,2.226945264
"3026",2016-09-29,5.02,12.26827275,11.5411122723406,2.22815137
"3027",2016-09-30,4.97,12.25523526,11.5321933293172,2.207654043
"3028",2016-10-03,5.31,12.20510667,11.5321933293172,2.207654043
"3029",2016-10-04,5.19,12.17264628,11.690499120119,2.207654043
"3030",2016-10-05,5.48,12.20510667,11.690499120119,2.207654043
"3031",2016-10-06,5.86,12.23756706,11.6723602541452,2.207654043
"3032",2016-10-07,5.69,12.23756706,11.6632908211583,2.207654043
"3033",2016-10-10,5.67,12.20510667,11.6723602541452,2.230743793
"3034",2016-10-11,5.42,12.23756706,11.6632908211583,2.233167581
"3035",2016-10-12,5.52,12.25055122,11.6632908211583,2.233397351
"3036",2016-10-13,5.66,12.20510667,11.6814296871321,2.21056175
"3037",2016-10-14,5.81,12.27002745,11.6632908211583,2.218614134
"3038",2016-10-17,5.87,12.25055122,11.6632908211583,2.197113331
"3039",2016-10-18,5.95,12.23756706,11.690499120119,2.252676548
"3040",2016-10-19,5.67,12.21809083,11.6723602541452,2.184805828
"3041",2016-10-20,5.57,12.14018589,11.6814296871321,2.164561898
"3042",2016-10-21,5.9,12.20510667,11.6995685531059,2.144693283
"3043",2016-10-24,5.8,12.20510667,11.7630545840142,2.120560778
"3044",2016-10-25,5.8,12.23756706,11.781193449988,2.107790454
"3045",2016-10-26,5.94,12.14018589,11.781193449988,2.089609315
"3046",2016-10-27,5.79,12.07526511,11.781193449988,2.071974238
"3047",2016-10-28,5.87,12.1077255,11.781193449988,2.260271941
"3048",2016-10-31,5.9,12.01034433,11.7902628829749,2.237427337
"3049",2016-11-01,6.03,12.26738789,12.0382023461706,2.233189732
"3050",2016-11-02,6.23,12.22102087,12.0196820348688,2.211508278
"3051",2016-11-03,6.51,12.28725947,12.0196820348688,2.189826825
"3052",2016-11-04,6.4,12.25414017,11.9919015679161,2.168145371
"3053",2016-11-07,6.22,12.25414017,11.9919015679161,2.1485554
"3054",2016-11-08,6.14,12.28725947,11.9826414122652,2.18806607
"3055",2016-11-09,6.12,12.28725947,11.908560167058,2.205537897
"3056",2016-11-10,5.92,12.28725947,11.8807797001053,2.212863369
"3057",2016-11-11,5.68,12.25414017,11.9178203227089,2.191181916
"3058",2016-11-14,5.4,12.18790158,11.9363406340107,2.198126401
"3059",2016-11-15,5.73,12.08854368,11.9456007896616,2.241182191
"3060",2016-11-16,5.55,12.05542439,11.9456007896616,2.28784279
"3061",2016-11-17,5.9,11.9229472,11.9456007896616,2.250918837
"3062",2016-11-18,5.57,11.49239632,11.9456007896616,2.299589184
"3063",2016-11-21,5.49,11.45927703,11.9456007896616,2.334441802
"3064",2016-11-22,5.51,11.26056124,11.8807797001053,2.293613059
"3065",2016-11-23,5.39,11.35991913,11.8807797001053,2.283546591
"3066",2016-11-24,5.33,11.45927703,11.8807797001053,2.259677713
"3067",2016-11-25,5.02,11.59175422,11.8807797001053,2.242451686
"3068",2016-11-28,4.73,11.59175422,11.8900398557562,2.306691517
"3069",2016-11-29,4.56,11.59175422,11.8900398557562,2.422747643
"3070",2016-11-30,4.58,11.53876334,11.8622593888035,2.409701316
"3071",2016-12-01,4.46,11.83291659,12.1503516266232,2.454149865
"3072",2016-12-02,4.29,11.83291659,12.1503516266232,2.535553378
"3073",2016-12-05,4.37,11.86634291,12.1503516266232,2.626243869
"3074",2016-12-06,4.5,11.83291659,12.1693217306461,2.604922104
"3075",2016-12-07,4.3,11.83291659,12.1693217306461,2.578870495
"3076",2016-12-08,4.37,11.79949027,12.1598366786347,2.552859493
"3077",2016-12-09,4.48,11.76606395,12.1598366786347,2.526799783
"3078",2016-12-12,4.87,11.73263764,12.1598366786347,2.60406119
"3079",2016-12-13,4.8,11.63235868,12.1313815226004,2.687122763
"3080",2016-12-14,5,11.49865341,12.1598366786347,2.659717126
"3081",2016-12-15,4.83,11.63235868,12.2072619386917,2.659717126
"3082",2016-12-16,4.95,11.36494814,12.2072619386917,2.659717126
"3083",2016-12-19,5.09,11.39837445,12.235717094726,2.659717126
"3084",2016-12-20,5.25,11.39837445,12.235717094726,2.659717126
"3085",2016-12-21,5.81,11.43180077,12.2262320427146,2.659717126
"3086",2016-12-22,6.07,11.43180077,12.235717094726,2.659717126
"3087",2016-12-23,6.31,11.43180077,12.235717094726,2.659717126
"3088",2016-12-26,6.31,11.43180077,12.235717094726,2.489377406
"3089",2016-12-27,6.31,11.43180077,12.2641722507602,2.613589834
"3090",2016-12-28,6.32,11.49865341,12.2641722507602,2.490201177
"3091",2016-12-29,6.34,11.39837445,12.5487238111027,2.529463823
"3092",2016-12-30,6.55,11.53207973,12.5771789671369,2.64200254
"3093",2017-01-02,6.13,11.53207973,12.5771789671369,2.64200254
"3094",2017-01-03,5.43,11.53207973,12.5301369932408,2.580659287
"3095",2017-01-04,5.7,11.5473439,12.6055062383129,2.563205584
"3096",2017-01-05,5.28,11.51377604,12.662033172117,2.550439091
"3097",2017-01-06,5.03,11.58091176,12.680875483385,2.51320153
"3098",2017-01-09,5.26,11.61447962,12.7279812615551,2.529445482
"3099",2017-01-10,5.49,11.68161534,12.7468235728231,2.418561916
"3100",2017-01-11,5.52,11.7151832,12.7656658840912,2.46821763
"3101",2017-01-12,5.03,11.7151832,12.7656658840912,2.52933257
"3102",2017-01-13,5.03,11.68161534,12.8127716622612,2.502442693
"3103",2017-01-16,4.69,11.64804748,12.8127716622612,2.421709123
"3104",2017-01-17,5,11.64804748,12.8033505066272,2.657386376
"3105",2017-01-18,4.84,11.58091176,12.8033505066272,2.380458042
"3106",2017-01-19,5.18,11.5473439,12.7656658840912,2.479602165
"3107",2017-01-20,5.42,11.5473439,12.8033505066272,2.644390964
"3108",2017-01-23,5.31,11.5473439,12.7845081953592,2.52670584
"3109",2017-01-24,5.08,11.48020818,12.8033505066272,2.407199482
"3110",2017-01-25,4.99,11.49363532,12.9729313080395,2.551290004
"3111",2017-01-26,5.18,11.49363532,12.9729313080395,2.46439181
"3112",2017-01-27,4.93,11.41307246,12.9729313080395,2.46439181
"3113",2017-01-30,5.15,11.41307246,13.0011947749415,2.46439181
"3114",2017-01-31,5.34,11.34593673,13.0011947749415,2.46439181
"3115",2017-02-01,5.27,11.53318791,12.9479030128774,2.46439181
"3116",2017-02-02,5.22,11.51283523,12.9385068568449,2.46439181
"3117",2017-02-03,5.16,11.56710905,12.9291107008123,2.427283279
"3118",2017-02-06,5.1,11.56710905,12.9291107008123,2.473320399
"3119",2017-02-07,5.16,11.58067751,12.9197145447797,2.465291547
"3120",2017-02-08,5.21,11.66887247,12.9197145447797,2.456224193
"3121",2017-02-09,5.28,11.66887247,12.9103183887472,2.481242736
"3122",2017-02-10,5.12,11.9402416,12.9103183887472,2.385350705
"3123",2017-02-13,4.9,11.9402416,12.9103183887472,2.384980498
"3124",2017-02-14,5.12,12.24553187,12.9291107008123,2.384703421
"3125",2017-02-15,5.05,12.24553187,12.9197145447797,2.414688688
"3126",2017-02-16,4.93,12.24553187,12.9197145447797,2.399048083
"3127",2017-02-17,4.97,12.24553187,12.9009222327146,2.408724033
"3128",2017-02-20,5.08,12.24553187,12.9009222327146,2.415181713
"3129",2017-02-21,5.04,12.25910033,12.9197145447797,2.437466048
"3130",2017-02-22,5.06,12.27945301,12.9291107008123,2.387540308
"3131",2017-02-23,5.33,12.24553187,12.9103183887472,2.410180418
"3132",2017-02-24,5.37,12.21161073,12.9103183887472,2.417030041
"3133",2017-02-27,5.19,12.24553187,12.9103183887472,2.407850951
"3134",2017-02-28,5.2,12.24553187,12.8633376085843,2.311185781
"3135",2017-03-01,5.9,11.67683612,12.7191269130815,2.325546649
"3136",2017-03-02,5.46,11.74243632,12.7378452749845,2.303848427
"3137",2017-03-03,5.58,11.67683612,12.7378452749845,2.301078902
"3138",2017-03-06,5.49,11.74243632,12.8127187225965,2.272043918
"3139",2017-03-07,5.38,11.68995616,12.8501554464024,2.403871239
"3140",2017-03-08,5.24,11.74243632,12.8595146273539,2.372062453
"3141",2017-03-09,5.13,11.70963622,12.8501554464024,2.262302428
"3142",2017-03-10,5.15,11.70963622,12.8501554464024,2.275854678
"3143",2017-03-13,5.15,11.67683612,12.822077903548,2.306858702
"3144",2017-03-14,5.1,11.61123592,12.822077903548,2.299809528
"3145",2017-03-15,5.19,11.51283561,12.8314370844995,2.381584599
"3146",2017-03-16,5.14,11.3488351,12.822077903548,2.383856901
"3147",2017-03-17,5.12,11.2504348,12.8688738083054,2.375695497
"3148",2017-03-20,4.98,11.1520345,12.8501554464024,2.34037439
"3149",2017-03-21,4.93,11.1520345,12.8314370844995,2.354056538
"3150",2017-03-22,4.96,11.2176347,12.8595146273539,2.318244303
"3151",2017-03-23,4.96,11.2832349,12.8688738083054,2.374591504
"3152",2017-03-24,4.76,11.26355484,12.8782329892569,2.183663514
"3153",2017-03-27,4.63,11.23075474,12.9250288940144,2.299197477
"3154",2017-03-28,4.73,11.2504348,12.9250288940144,2.170122334
"3155",2017-03-29,4.75,11.2832349,12.9250288940144,2.243941232
"3156",2017-03-30,4.91,11.2832349,12.9250288940144,2.241229932
"3157",2017-03-31,4.67,11.316035,12.9250288940144,2.300854685
"3158",2017-04-03,4.84,11.38353004,12.8606068102274,2.300854685
"3159",2017-04-04,4.64,11.38353004,12.8512807719313,2.300854685
"3160",2017-04-05,4.82,11.51362753,12.8512807719313,2.410987115
"3161",2017-04-06,5.05,11.51362753,12.8326286953393,2.178937506
"3162",2017-04-07,4.89,11.48110316,13.336234763325,2.243972459
"3163",2017-04-10,4.78,11.44857879,13.354886839917,2.181850269
"3164",2017-04-11,4.85,11.38353004,13.4201691079893,2.158901167
"3165",2017-04-12,4.93,11.3184813,13.3269087250289,2.031168939
"3166",2017-04-13,4.95,11.18838381,13.354886839917,1.986249566
"3167",2017-04-14,4.95,11.18838381,13.354886839917,1.912753134
"3168",2017-04-17,4.95,11.18838381,13.2429743803647,1.987209553
"3169",2017-04-18,4.86,11.18838381,13.2896045718448,2.04978206
"3170",2017-04-19,4.83,11.22090819,13.3642128782131,2.116636909
"3171",2017-04-20,4.75,11.25343256,13.336234763325,2.090405667
"3172",2017-04-21,4.57,11.20139356,13.345560801621,2.152847138
"3173",2017-04-24,4.64,11.18838381,13.3175826867329,2.189188921
"3174",2017-04-25,4.49,11.18838381,13.3082566484369,2.245659179
"3175",2017-04-26,4.61,11.15585944,13.3269087250289,2.249135673
"3176",2017-04-27,4.55,11.15585944,13.4015170313972,2.112003699
"3177",2017-04-28,4.57,11.15585944,13.4108430696932,2.195200277
"3178",2017-05-01,4.57,10.75951089,12.9233551887859,2.195200277
"3179",2017-05-02,4.44,10.75951089,12.869093375537,2.139823808
"3180",2017-05-03,4.39,10.79087973,12.8419624689125,2.067576152
"3181",2017-05-04,4.52,10.75951089,12.851006104454,2.023106467
"3182",2017-05-05,4.58,10.8159748,12.7877006556636,2.129678306
"3183",2017-05-08,4.41,10.75951089,12.7605697490391,2.174186716
"3184",2017-05-09,4.51,10.75951089,12.7063079357902,2.163109558
"3185",2017-05-10,4.44,10.72814206,12.7334388424147,2.166185847
"3186",2017-05-11,4.35,10.74068959,12.814831562288,2.151650928
"3187",2017-05-12,4.45,10.70932076,12.814831562288,2.153276427
"3188",2017-05-15,4.38,10.72814206,12.7424824779561,2.147561893
"3189",2017-05-16,4.53,10.66540438,12.7967442912051,2.08076835
"3190",2017-05-17,4.57,10.66540438,12.8057879267466,2.150844457
"3191",2017-05-18,4.76,10.63403555,12.851006104454,2.153952713
"3192",2017-05-19,4.85,10.63403555,12.851006104454,2.187677888
"3193",2017-05-22,4.91,10.66540438,12.851006104454,2.202121989
"3194",2017-05-23,4.74,10.53992904,12.8600497399955,2.20764133
"3195",2017-05-24,4.91,10.5085602,12.8600497399955,2.222951651
"3196",2017-05-25,4.98,10.32034718,12.8600497399955,2.205483289
"3197",2017-05-26,5.17,10.39563239,12.8600497399955,2.194941346
"3198",2017-05-29,5.16,10.39563239,12.8600497399955,2.194941346
"3199",2017-05-30,5.14,10.53992904,12.869093375537,2.194941346
"3200",2017-05-31,4.97,10.53992904,12.9052679177029,2.190468491
"3201",2017-06-01,5.08,10.78963945,12.7076519491323,2.176157074
"3202",2017-06-02,5.15,10.7446022,12.7165571011639,2.146293667
"3203",2017-06-05,5.17,10.7446022,12.7076519491323,2.145830865
"3204",2017-06-06,4.96,10.61592432,12.6809364930374,2.085560092
"3205",2017-06-07,4.87,10.66096158,12.6809364930374,2.115690144
"3206",2017-06-08,5.05,10.64809379,12.6631261889742,2.101904512
"3207",2017-06-09,5.03,10.61592432,12.689841645069,2.061321919
"3208",2017-06-12,4.92,10.61592432,12.689841645069,2.081141529
"3209",2017-06-13,5,10.68026326,12.7165571011639,2.037737468
"3210",2017-06-14,4.92,10.62879211,12.7432725572588,2.047564946
"3211",2017-06-15,4.95,10.62879211,12.7610828613221,2.045696257
"3212",2017-06-16,4.87,10.64809379,12.7610828613221,2.036724862
"3213",2017-06-19,4.92,10.59662264,12.8145137735118,2.046440536
"3214",2017-06-20,4.94,10.51941592,12.8679446857016,2.032794644
"3215",2017-06-21,4.88,10.61592432,12.930280749923,2.001225162
"3216",2017-06-22,4.86,10.61592432,12.9035652938281,2.002374106
"3217",2017-06-23,4.87,10.61592432,12.9391859019546,1.894335018
"3218",2017-06-26,4.78,10.61592432,12.9569962060179,1.841610877
"3219",2017-06-27,4.93,10.80894113,13.0104271182076,1.814513601
"3220",2017-06-28,4.93,10.96978847,13.0104271182076,1.82027242
"3221",2017-06-29,5.07,11.00195794,13.1707198547769,1.74511614
"3222",2017-06-30,5.03,11.06629687,13.2152456149351,1.77586909
"3223",2017-07-03,5.13,10.9811448,12.8918563347584,1.751795993
"3224",2017-07-04,5.11,10.9811448,12.8918563347584,1.822215443
"3225",2017-07-05,5.04,11.01306674,12.935292508393,1.80247112
"3226",2017-07-06,5.23,11.04498867,12.9700414473007,1.778692688
"3227",2017-07-07,5.34,11.0769106,13.16984784602,1.800310174
"3228",2017-07-10,5.39,11.1726764,13.16984784602,1.771717536
"3229",2017-07-11,5.31,11.33228606,13.3870287141932,1.782111755
"3230",2017-07-12,5.47,11.39612993,13.3001563669239,1.762280123
"3231",2017-07-13,5.35,11.42805186,13.2567201932893,1.786890897
"3232",2017-07-14,5.41,11.39612993,13.2567201932893,1.773195014
"3233",2017-07-17,5.42,11.4088987,13.2567201932893,1.765876799
"3234",2017-07-18,5.45,11.39612993,13.4217776531009,1.74826858
"3235",2017-07-19,5.39,11.30036413,13.4217776531009,1.706784963
"3236",2017-07-20,5.29,11.30036413,13.4217776531009,1.636736672
"3237",2017-07-21,5.08,11.14075447,13.291469132197,1.68802748
"3238",2017-07-24,5.13,11.18544517,13.2480329585624,1.735624575
"3239",2017-07-25,5.16,11.2684422,13.2567201932893,1.694460408
"3240",2017-07-26,5.25,11.39612993,13.2393457238355,1.709928769
"3241",2017-07-27,5.13,11.42805186,13.2393457238355,1.709817079
"3242",2017-07-28,5.17,11.39612993,13.2567201932893,1.686763838
"3243",2017-07-31,5.22,11.42805186,13.2654074280162,1.685861782
"3244",2017-08-01,5.28,11.05313956,12.8655336860992,1.57242733
"3245",2017-08-02,5.41,11.05313956,12.8316547297171,1.495351541
"3246",2017-08-03,5.41,10.96025603,12.619911252329,2.258634203
"3247",2017-08-04,5.35,11.02217838,12.6876691650932,1.490764931
"3248",2017-08-07,5.26,10.99121721,12.7046086432842,1.585933585
"3249",2017-08-08,5.27,11.02217838,12.6453204696156,1.553438529
"3250",2017-08-09,5.36,11.05313956,12.619911252329,1.562379112
"3251",2017-08-10,5.36,11.01598615,12.5860322959469,1.573825849
"3252",2017-08-11,5.37,10.96025603,12.5860322959469,1.602806736
"3253",2017-08-14,5.5,10.9726405,12.5606230786603,1.571219287
"3254",2017-08-15,5.52,11.00360168,12.5606230786603,1.550457563
"3255",2017-08-16,5.78,11.08410073,12.5606230786603,1.571787956
"3256",2017-08-17,5.79,11.11506191,12.5352138613738,1.562725612
"3257",2017-08-18,5.81,11.11506191,12.5521533395648,1.57247168
"3258",2017-08-21,5.74,11.11506191,12.5521533395648,1.563774615
"3259",2017-08-22,5.76,11.14602308,12.7046086432842,1.58816419
"3260",2017-08-23,5.93,11.17698426,12.8316547297171,1.605156373
"3261",2017-08-24,5.93,11.17698426,12.8316547297171,1.699732416
"3262",2017-08-25,6.06,11.20794543,12.9417613379589,1.612924304
"3263",2017-08-28,6.09,11.20794543,12.8994126424812,1.601937481
"3264",2017-08-29,6.02,11.26986778,12.9417613379589,1.601924684
"3265",2017-08-30,6.01,11.26986778,12.975640294341,1.61333473
"3266",2017-08-31,5.93,11.30082896,13.009519250723,1.70345013
"3267",2017-09-01,5.82,11.15956041,12.9421356786477,1.58745005
"3268",2017-09-04,5.92,11.15956041,12.9421356786477,1.632203163
"3269",2017-09-05,6.49,11.12915289,13.0344596037224,1.616342776
"3270",2017-09-06,6.7,11.09874537,13.0008872673316,1.654372479
"3271",2017-09-07,6.89,11.08050085,12.908563342257,1.641651276
"3272",2017-09-08,7.06,11.09874537,12.8582048376708,1.654456408
"3273",2017-09-11,6.86,11.15956041,12.7658809125961,1.644443954
"3274",2017-09-12,6.83,11.12915289,12.740701660303,1.660008789
"3275",2017-09-13,7.09,11.12915289,12.7658809125961,1.650442562
"3276",2017-09-14,7.1,11.10482687,12.7826670807915,1.666797933
"3277",2017-09-15,6.93,11.11698988,12.8582048376708,1.67071315
"3278",2017-09-18,6.72,11.12915289,12.8833840899639,1.674349764
"3279",2017-09-19,7.01,11.06833784,12.8330255853777,1.685979413
"3280",2017-09-20,6.88,11.09874537,12.7490947444007,1.663156666
"3281",2017-09-21,6.56,11.03793032,12.7994532489869,1.699247766
"3282",2017-09-22,6.64,11.06833784,12.82463250128,1.674541952
"3283",2017-09-25,7.28,11.0075228,12.7910601648892,1.69987309
"3284",2017-09-26,6.97,10.94670776,12.8162394171823,1.84581192
"3285",2017-09-27,6.91,10.92846325,12.8582048376708,1.741770271
"3286",2017-09-28,6.96,10.91630024,12.8162394171823,1.707821236
"3287",2017-09-29,7.06,10.97711528,12.8162394171823,1.764379955
"3288",2017-10-02,6.93,10.78317516,13.0062753943274,1.764379955
"3289",2017-10-03,6.99,10.81321186,12.9977690010021,1.764379955
"3290",2017-10-04,6.89,10.84324856,12.9892626076769,1.764379955
"3291",2017-10-05,6.87,10.87328526,12.9722498210263,1.764379955
